species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Apostibes raguae,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Enolmis abenhumeya,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",2.0,2.0,0.0,,,1081452.0
Enolmis acanthella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",7.0,12.0,2.0,,,362470.0
Enolmis agenjoi,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,363347.0
Enolmis bimerdella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",1.0,1.0,0.0,,,1081450.0
Enolmis delicatella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",1.0,1.0,0.0,,,1081453.0
Enolmis delnoydella,Arthropoda,Insecta,Lepidoptera,Scythrididae,LF,,,,,gap,
Enolmis desidella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Enolmis nevadensis,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Enolmis seeboldiella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Enolmis sierraenevadae,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Enolmis userai,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",1.0,1.0,0.0,,,517070.0
Enolmis vivesi,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Episcythris triangulella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Eretmocera medinella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Parascythris muelleri,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",12.0,13.0,1.0,,,388336.0
Scythris acarioides,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Scythris acipenserella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",1.0,5.0,0.0,,,659371.0
Scythris adustella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Scythris aegrella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",1.0,2.0,0.0,,,659421.0
Scythris aenea,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Scythris aerariella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",3.0,3.0,1.0,,,894267.0
Scythris albidella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Scythris albisaxella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",1.0,4.0,0.0,,,659368.0
Scythris albostriata,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",1.0,1.0,1.0,,,894269.0
Scythris alseriella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"FE,LF",,,,,gap,
Scythris ambustella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",1.0,1.0,0.0,,,941076.0
Scythris amphonycella,Arthropoda,Insecta,Lepidoptera,Scythrididae,"BOLD,FE,LF",10.0,11.0,1.0,,,275521.0
Scythris amplexella,Arthropoda,Insecta,Lepidoptera,Scythrididae,LF,0.0,8.0,0.0,,gap,559105.0
